,Keyword,Title,Author,Publication_title,Publication_date,Place_of_publication,First_page,Section,Document_URL,State
79,cap_and_trade,Bill would repeal N.H. cap-and-trade law,Anonymous,"The Brattleboro Reformer; Brattleboro, Vt.","Feb 11, 2011","Brattleboro, Vt.",,News,https://www.proquest.com/newspapers/bill-would-repeal-n-h-cap-trade-law/docview/851243588/se-2?accountid=13360,VT
165,cap_and_trade,Europe fights to save carbon cap-and-trade system as crisis hits,,"Bennington Banner; Bennington, Vt.","Dec 20, 2011","Bennington, Vt.",,Business,https://www.proquest.com/newspapers/europe-fights-save-carbon-cap-trade-system-as/docview/912065968/se-2?accountid=13360,VT
401,cap_and_trade,Political environment: Earth put on the back burner,"Johnson, Tim","The Burlington Free Press; Burlington, Vt.","Sep 26, 2010","Burlington, Vt.",,Green Mountain,https://www.proquest.com/newspapers/political-environment-earth-put-on-back-burner/docview/754947239/se-2?accountid=13360,VT
461,cap_and_trade,Let Free Market Decide the Best Sources of Electricity,"Loris, Nicolas; Spencer, Jack","Valley News; White River Junction, Vt.","Nov 9, 2010","White River Junction, Vt.",A.6,Opinion,https://www.proquest.com/newspapers/let-free-market-decide-best-sources-electricity/docview/763507379/se-2?accountid=13360,VT
758,cap_and_trade,The Long View,"Wooster, Chuck","Valley News; White River Junction, Vt.","Oct 5, 2014","White River Junction, Vt.",,Columns,https://www.proquest.com/newspapers/long-view/docview/1586051909/se-2?accountid=13360,VT
759,cap_and_trade,The Long View,"Wooster, Chuck","Valley News; White River Junction, Vt.","Oct 4, 2014","White River Junction, Vt.",,Opinion,https://www.proquest.com/newspapers/long-view/docview/1585907095/se-2?accountid=13360,VT
843,cap_and_trade,N.H. governor signs global warming initiative into law,"Love, Norma","The Brattleboro Reformer; Brattleboro, Vt.","Jun 11, 2008","Brattleboro, Vt.",,Breaking,https://www.proquest.com/newspapers/n-h-governor-signs-global-warming-initiative-into/docview/380239337/se-2?accountid=13360,VT
872,cap_and_trade,Obama opens second-term drive against climate change,,"Bennington Banner; Bennington, Vt.","Jun 25, 2013","Bennington, Vt.",,News,https://www.proquest.com/newspapers/obama-opens-second-term-drive-against-climate/docview/1371045196/se-2?accountid=13360,VT
903,cap_and_trade,N.H. House OKs global warming bill,"Love, Norma","The Brattleboro Reformer; Brattleboro, Vt.","Mar 20, 2008","Brattleboro, Vt.",,State,https://www.proquest.com/newspapers/n-h-house-oks-global-warming-bill/docview/380191942/se-2?accountid=13360,VT
947,cap_and_trade,Ayotte: Climate a Concern: Senator Bucks GOP Hard Line,"Wolfe, Rob","Valley News; White River Junction, Vt.","Oct 16, 2015","White River Junction, Vt.",,Newsletter,https://www.proquest.com/newspapers/ayotte-climate-concern/docview/1723741559/se-2?accountid=13360,VT
948,cap_and_trade,Ayotte: Climate a Concern: Senator Bucks GOP Hard Line,"Wolfe, Rob","Valley News; White River Junction, Vt.","Oct 15, 2015","White River Junction, Vt.",,News,https://www.proquest.com/newspapers/ayotte-climate-concern/docview/1722300883/se-2?accountid=13360,VT
1102,cap_and_trade,Premiers pressed on climate change,,"The Brattleboro Reformer; Brattleboro, Vt.","Jun 26, 2007","Brattleboro, Vt.",,State,https://www.proquest.com/newspapers/premiers-pressed-on-climate-change/docview/380185577/se-2?accountid=13360,VT
1108,cap_and_trade,Senate climate bill is tough,Anonymous,"The Brattleboro Reformer; Brattleboro, Vt.","Sep 30, 2009","Brattleboro, Vt.",,News,https://www.proquest.com/newspapers/senate-climate-bill-is-tough/docview/380071679/se-2?accountid=13360,VT
1166,cap_and_trade,McCain urges market principles to reduce global warming,Anonymous,"Bennington Banner; Bennington, Vt.","May 13, 2008","Bennington, Vt.",,News,https://www.proquest.com/newspapers/mccain-urges-market-principles-reduce-global/docview/379661190/se-2?accountid=13360,VT
1173,cap_and_trade,Republican wants to keep global warming committee,Anonymous,"The Brattleboro Reformer; Brattleboro, Vt.","Nov 9, 2010","Brattleboro, Vt.",,News,https://www.proquest.com/newspapers/republican-wants-keep-global-warming-committee/docview/763063230/se-2?accountid=13360,VT
1259,cap_and_trade,"Perry attacks Romney, Obama in policy speech",,"Bennington Banner; Bennington, Vt.","Sep 30, 2011","Bennington, Vt.",,News,https://www.proquest.com/newspapers/perry-attacks-romney-obama-policy-speech/docview/895147132/se-2?accountid=13360,VT
1263,cap_and_trade,N.H. Senate OKs global warming plan,"Love, Norma","The Brattleboro Reformer; Brattleboro, Vt.","May 16, 2008","Brattleboro, Vt.",,State,https://www.proquest.com/newspapers/n-h-senate-oks-global-warming-plan/docview/380201399/se-2?accountid=13360,VT
1276,cap_and_trade,'Cap and Tax' Plan Threatens Economy,"Palin, Sarah","Valley News; White River Junction, Vt.","Jul 15, 2009","White River Junction, Vt.",A.6,Opinion,https://www.proquest.com/newspapers/cap-tax-plan-threatens-economy/docview/378677954/se-2?accountid=13360,VT
1476,cap_and_trade,Colleges put focus on global warming,"Johnson, Tim","The Burlington Free Press; Burlington, Vt.","Jan 29, 2008","Burlington, Vt.",,Vermont,https://www.proquest.com/newspapers/colleges-put-focus-on-global-warming/docview/439845610/se-2?accountid=13360,VT
1504,cap_and_trade,Court: Mercury plan ignored law,,"Bennington Banner; Bennington, Vt.","Feb 9, 2008","Bennington, Vt.",,News,https://www.proquest.com/newspapers/court-mercury-plan-ignored-law/docview/379659742/se-2?accountid=13360,VT
1565,cap_and_trade,N.H. Senators Face Pressure,"Gregg, John P","Valley News; White River Junction, Vt.","Jun 6, 2008","White River Junction, Vt.",A.1,Local/Region,https://www.proquest.com/newspapers/n-h-senators-face-pressure/docview/378708294/se-2?accountid=13360,VT
1587,cap_and_trade,Zero credibility,Report,"The Burlington Free Press; Burlington, Vt.","Mar 25, 2004","Burlington, Vt.",,Opinion,https://www.proquest.com/newspapers/zero-credibility/docview/439788193/se-2?accountid=13360,VT
1716,cap_and_trade,Column: States Would Do Better to Cooperate on Greenhouse Gas Rules,,"Valley News; White River Junction, Vt.","Mar 16, 2015","White River Junction, Vt.",,Opinion,https://www.proquest.com/newspapers/column-states-would-do-better-cooperate-on/docview/1663783654/se-2?accountid=13360,VT
1736,cap_and_trade,Obama Generates an Energy Revolution,"Mufson, Steven","Valley News; White River Junction, Vt.","Apr 11, 2009","White River Junction, Vt.",A.10,Opinion,https://www.proquest.com/newspapers/obama-generates-energy-revolution/docview/378720977/se-2?accountid=13360,VT
1750,cap_and_trade,Column: States Would Do Better to Cooperate on Greenhouse Gas Rules,,"Valley News; White River Junction, Vt.","Mar 17, 2015","White River Junction, Vt.",,Columns,https://www.proquest.com/newspapers/column-states-would-do-better-cooperate-on/docview/1664035821/se-2?accountid=13360,VT
1855,cap_and_trade,Population: The repressed dimension of global warming,"Westing, Arthur H","The Brattleboro Reformer; Brattleboro, Vt.","Mar 19, 2010","Brattleboro, Vt.",,Opinion,https://www.proquest.com/newspapers/population-repressed-dimension-global-warming/docview/380135636/se-2?accountid=13360,VT
1903,cap_and_trade,Court: EPA ignored law when it eased rules for reducing mercury pollution,"Hebert, H Josef","The Brattleboro Reformer; Brattleboro, Vt.","Feb 9, 2008","Brattleboro, Vt.",,Local,https://www.proquest.com/newspapers/court-epa-ignored-law-when-eased-rules-reducing/docview/380201037/se-2?accountid=13360,VT
2164,cap_and_trade,Senators revise climate bill to court GOP support,Anonymous,"Bennington Banner; Bennington, Vt.","Dec 10, 2009","Bennington, Vt.",,News,https://www.proquest.com/newspapers/senators-revise-climate-bill-court-gop-support/docview/379725457/se-2?accountid=13360,VT
2166,cap_and_trade,Heed mercury warnings,Report,"The Burlington Free Press; Burlington, Vt.","Aug 26, 2004","Burlington, Vt.",,Opinion,https://www.proquest.com/newspapers/heed-mercury-warnings/docview/439794273/se-2?accountid=13360,VT
2176,cap_and_trade,RGGI will create green jobs for Vt.,Gov. JAMES DOUGLAS,"The Brattleboro Reformer; Brattleboro, Vt.","Sep 19, 2008","Brattleboro, Vt.",,Opinion,https://www.proquest.com/newspapers/rggi-will-create-green-jobs-vt/docview/380275086/se-2?accountid=13360,VT
2492,cap_and_trade,Global warming plan from Bush panned in Europe,,"Bennington Banner; Bennington, Vt.","Sep 29, 2007","Bennington, Vt.",,News,https://www.proquest.com/newspapers/global-warming-plan-bush-panned-europe/docview/379667082/se-2?accountid=13360,VT
2563,cap_and_trade,Numbers that count,"Plumb, George E","The Brattleboro Reformer; Brattleboro, Vt.","Jun 8, 2009","Brattleboro, Vt.",,Opinion,https://www.proquest.com/newspapers/numbers-that-count/docview/380034742/se-2?accountid=13360,VT
2599,cap_and_trade,"Dartmouth Professor Leads Study to Unite Science, Policy on Climate Change","Corriveau, David","Valley News; White River Junction, Vt.","Mar 15, 2009","White River Junction, Vt.",B.1,Local/Region,https://www.proquest.com/newspapers/dartmouth-professor-leads-study-unite-science/docview/378712787/se-2?accountid=13360,VT
2655,cap_and_trade,The Wrong Case for Renewable Energy,"Borenstein, Severin","Valley News; White River Junction, Vt.","Feb 15, 2012","White River Junction, Vt.",A.6,Opinion,https://www.proquest.com/newspapers/wrong-case-renewable-energy/docview/921614513/se-2?accountid=13360,VT
2813,cap_and_trade,The road to Bali,,"Bennington Banner; Bennington, Vt.","Dec 6, 2007","Bennington, Vt.",,Editorials,https://www.proquest.com/newspapers/road-bali/docview/379630253/se-2?accountid=13360,VT
2817,cap_and_trade,Carbon goes on sale in N.Y.,"Matthews, Karen","The Brattleboro Reformer; Brattleboro, Vt.","Sep 26, 2008","Brattleboro, Vt.",,National,https://www.proquest.com/newspapers/carbon-goes-on-sale-n-y/docview/380230920/se-2?accountid=13360,VT
2882,cap_and_trade,Global warming is a local issue,,"Bennington Banner; Bennington, Vt.","May 13, 2014","Bennington, Vt.",,Opinion,https://www.proquest.com/newspapers/global-warming-is-local-issue/docview/1524242269/se-2?accountid=13360,VT
2926,cap_and_trade,Invest in a low-carbon future,"Replogle, John","The Burlington Free Press; Burlington, Vt.","Aug 25, 2017","Burlington, Vt.",A.15,Opinion,https://www.proquest.com/newspapers/invest-low-carbon-future/docview/1931944478/se-2?accountid=13360,VT
3273,cap_and_trade,CARLESS -- Part VI: Up in the air,"Johnson, Tim","The Burlington Free Press; Burlington, Vt.","Sep 24, 2005","Burlington, Vt.",,Living,https://www.proquest.com/newspapers/carless-part-vi-up-air/docview/439816813/se-2?accountid=13360,VT
3276,cap_and_trade,CARLESS -- Part VI: Up in the air,"Johnson, Tim","The Burlington Free Press; Burlington, Vt.","Sep 26, 2005","Burlington, Vt.",,Business Monday,https://www.proquest.com/newspapers/carless-part-vi-up-air/docview/439816136/se-2?accountid=13360,VT
3297,cap_and_trade,6. CARLESS: Up in the air,"Johnson, Tim","The Burlington Free Press; Burlington, Vt.","Sep 26, 2005","Burlington, Vt.",,Business Monday,https://www.proquest.com/newspapers/6-carless-up-air/docview/439815452/se-2?accountid=13360,VT
3437,cap_and_trade,Obama points to Vermont as a model for carbon reduction,JOHN HERRICK VTDiggerorg,"Bennington Banner; Bennington, Vt.","Jun 6, 2014","Bennington, Vt.",,News,https://www.proquest.com/newspapers/obama-points-vermont-as-model-carbon-reduction/docview/1533846576/se-2?accountid=13360,VT
3453,cap_and_trade,President's strategy includes Vt. ingenuity,"Goswami, Neal P","Bennington Banner; Bennington, Vt.","Dec 8, 2009","Bennington, Vt.",,News,https://www.proquest.com/newspapers/presidents-strategy-includes-vt-ingenuity/docview/379643901/se-2?accountid=13360,VT
3474,cap_and_trade,Mercury in air linked to power plants,"Page, Candace","The Burlington Free Press; Burlington, Vt.","Oct 22, 2006","Burlington, Vt.",,Vermont,https://www.proquest.com/newspapers/mercury-air-linked-power-plants/docview/439829931/se-2?accountid=13360,VT
3480,cap_and_trade,Obama points to Vermont as a model for carbon reduction,"Herrick, John","The Brattleboro Reformer; Brattleboro, Vt.","Jun 3, 2014","Brattleboro, Vt.",,Breaking,https://www.proquest.com/newspapers/obama-points-vermont-as-model-carbon-reduction/docview/1532014322/se-2?accountid=13360,VT
3521,cap_and_trade,Principle vs. compromise,"Kelly, Erin","The Burlington Free Press; Burlington, Vt.","Oct 28, 2007","Burlington, Vt.",,News,https://www.proquest.com/newspapers/principle-vs-compromise/docview/439841847/se-2?accountid=13360,VT
3558,cap_and_trade,Obama won't fight global warming with bear rules,"Hebert, H Josef","The Brattleboro Reformer; Brattleboro, Vt.","May 9, 2009","Brattleboro, Vt.",,National,https://www.proquest.com/newspapers/obama-wont-fight-global-warming-with-bear-rules/docview/379988218/se-2?accountid=13360,VT
3692,cap_and_trade,"Miles to go, vows to keep for Obama","Woodward, Calvin","The Brattleboro Reformer; Brattleboro, Vt.","Apr 29, 2009","Brattleboro, Vt.",,National,https://www.proquest.com/newspapers/miles-go-vows-keep-obama/docview/380301766/se-2?accountid=13360,VT
3722,cap_and_trade,Activist Bill McKibben tells why 350 is the only number you need to know,"Johnson, Tim","The Burlington Free Press; Burlington, Vt.","Oct 11, 2009","Burlington, Vt.",,Green Mountain,https://www.proquest.com/newspapers/activist-bill-mckibben-tells-why-350-is-only/docview/439876883/se-2?accountid=13360,VT
3825,cap_and_trade,Voice of the Free Press:,,"The Burlington Free Press; Burlington, Vt.","Aug 25, 2005","Burlington, Vt.",,Opinion,https://www.proquest.com/newspapers/voice-free-press/docview/439814673/se-2?accountid=13360,VT
3839,cap_and_trade,Welch: Home Star bill will boost firms,"Goswami, Neal P","Bennington Banner; Bennington, Vt.","May 3, 2010","Bennington, Vt.",,News,https://www.proquest.com/newspapers/welch-home-star-bill-will-boost-firms/docview/231628004/se-2?accountid=13360,VT
3880,cap_and_trade,Tracking change,Anonymous,"The Brattleboro Reformer; Brattleboro, Vt.","Nov 5, 2010","Brattleboro, Vt.",,Opinion,https://www.proquest.com/newspapers/tracking-change/docview/762523729/se-2?accountid=13360,VT
3921,cap_and_trade,Maine joins region global warming bill,,"The Brattleboro Reformer; Brattleboro, Vt.","Jun 19, 2007","Brattleboro, Vt.",,State,https://www.proquest.com/newspapers/maine-joins-region-global-warming-bill/docview/380113881/se-2?accountid=13360,VT
3979,cap_and_trade,Vermont fights mercury,Report,"The Burlington Free Press; Burlington, Vt.","Jul 1, 2004","Burlington, Vt.",,Opinion,https://www.proquest.com/newspapers/vermont-fights-mercury/docview/439793945/se-2?accountid=13360,VT
4003,cap_and_trade,Mercury fight heats up,,"The Burlington Free Press; Burlington, Vt.","Jul 6, 2005","Burlington, Vt.",,Opinion,https://www.proquest.com/newspapers/mercury-fight-heats-up/docview/439814442/se-2?accountid=13360,VT
4039,cap_and_trade,"Lieberman down, not out, on climate",Anonymous,"The Brattleboro Reformer; Brattleboro, Vt.","Jul 27, 2009","Brattleboro, Vt.",,News,https://www.proquest.com/newspapers/lieberman-down-not-out-on-climate/docview/380030172/se-2?accountid=13360,VT
4040,cap_and_trade,EPA head speaks on mercury emissions,,"Bennington Banner; Bennington, Vt.","Mar 5, 2008","Bennington, Vt.",,News,https://www.proquest.com/newspapers/epa-head-speaks-on-mercury-emissions/docview/379665357/se-2?accountid=13360,VT
4093,cap_and_trade,Obama: 'Cynical claims' attacking energy bill,"Elliott, Philip","The Brattleboro Reformer; Brattleboro, Vt.","Oct 23, 2009","Brattleboro, Vt.",,News,https://www.proquest.com/newspapers/obama-cynical-claims-attacking-energy-bill/docview/380093233/se-2?accountid=13360,VT
4102,cap_and_trade,No. 4: Regulation of existing power plants,"Jones, Kevin; Ozaeta, Mychal","The Burlington Free Press; Burlington, Vt.","Jan 19, 2014","Burlington, Vt.",4,C,https://www.proquest.com/newspapers/no-4-regulation-existing-power-plants/docview/1487884858/se-2?accountid=13360,VT
4105,cap_and_trade,N.H. House sends global warming initiative to governor,Anonymous,"The Brattleboro Reformer; Brattleboro, Vt.","May 21, 2008","Brattleboro, Vt.",,Breaking,https://www.proquest.com/newspapers/n-h-house-sends-global-warming-initiative/docview/380241853/se-2?accountid=13360,VT
4107,cap_and_trade,Revving up the 'pace car',Anonymous,"The Brattleboro Reformer; Brattleboro, Vt.","May 30, 2009","Brattleboro, Vt.",,Editorials,https://www.proquest.com/newspapers/revving-up-pace-car/docview/379993653/se-2?accountid=13360,VT
4177,cap_and_trade,Shysters as 'do-gooders',Anonymous,"Bennington Banner; Bennington, Vt.","Dec 15, 2009","Bennington, Vt.",,Opinion,https://www.proquest.com/newspapers/shysters-as-do-gooders/docview/379660508/se-2?accountid=13360,VT
4203,cap_and_trade,Gore takes fight to Congress,The Associated Press,"The Brattleboro Reformer; Brattleboro, Vt.","Mar 22, 2007","Brattleboro, Vt.",,National,https://www.proquest.com/newspapers/gore-takes-fight-congress/docview/380168181/se-2?accountid=13360,VT
4220,cap_and_trade,Nuclear's role in cutting carbon emissions,Anonymous,"The Brattleboro Reformer; Brattleboro, Vt.","Jul 24, 2009","Brattleboro, Vt.",,Opinion,https://www.proquest.com/newspapers/nuclears-role-cutting-carbon-emissions/docview/380033034/se-2?accountid=13360,VT
4288,cap_and_trade,Makeover takeover,Columnists,"Bennington Banner; Bennington, Vt.","Mar 3, 2008","Bennington, Vt.",,Columnists,https://www.proquest.com/newspapers/makeover-takeover/docview/379676435/se-2?accountid=13360,VT
4293,cap_and_trade,A consideration for the future of sustainable energy,,"The Burlington Free Press; Burlington, Vt.","Jul 2, 2014","Burlington, Vt.",10,A,https://www.proquest.com/newspapers/consideration-future-sustainable-energy/docview/1542028735/se-2?accountid=13360,VT
4358,cap_and_trade,Colleges hold green 'teach-in',"Silverman, Julia","The Brattleboro Reformer; Brattleboro, Vt.","Feb 1, 2008","Brattleboro, Vt.",,Local,https://www.proquest.com/newspapers/colleges-hold-green-teach/docview/380185267/se-2?accountid=13360,VT
4375,cap_and_trade,Right move on climate,,"Bennington Banner; Bennington, Vt.","Jun 3, 2014","Bennington, Vt.",,Opinion,https://www.proquest.com/newspapers/right-move-on-climate/docview/1532052118/se-2?accountid=13360,VT
4395,cap_and_trade,Climate change plan unveiled,Anonymous,"Bennington Banner; Bennington, Vt.","Oct 8, 2008","Bennington, Vt.",,News,https://www.proquest.com/newspapers/climate-change-plan-unveiled/docview/379674324/se-2?accountid=13360,VT
4494,cap_and_trade,Carbon 'auction' begins for Northeast,Anonymous,"Bennington Banner; Bennington, Vt.","Sep 26, 2008","Bennington, Vt.",,News,https://www.proquest.com/newspapers/carbon-auction-begins-northeast/docview/379591513/se-2?accountid=13360,VT
4523,cap_and_trade,Tax prospects for 2013,"McCLAUGHRY, JOHN","The Brattleboro Reformer; Brattleboro, Vt.","Dec 3, 2012","Brattleboro, Vt.",,Opinion,https://www.proquest.com/newspapers/tax-prospects-2013/docview/1221154170/se-2?accountid=13360,VT
4738,cap_and_trade,What I'm hoping for in the New Year,,"The Brattleboro Reformer; Brattleboro, Vt.","Jan 1, 2013","Brattleboro, Vt.",,Opinion,https://www.proquest.com/newspapers/what-im-hoping-new-year/docview/1265903477/se-2?accountid=13360,VT
4835,cap_and_trade,Bush proposes new climate change strategy,"Hebert, H Josef","The Brattleboro Reformer; Brattleboro, Vt.","Apr 16, 2008","Brattleboro, Vt.",,News,https://www.proquest.com/newspapers/bush-proposes-new-climate-change-strategy/docview/380127398/se-2?accountid=13360,VT
4875,cap_and_trade,Welch raps bill on EPA changes,"Garofolo, Chris","The Brattleboro Reformer; Brattleboro, Vt.","Apr 8, 2011","Brattleboro, Vt.",,News,https://www.proquest.com/newspapers/welch-raps-bill-on-epa-changes/docview/861737165/se-2?accountid=13360,VT
4916,cap_and_trade,N.H. House GOP Sets Jobs Agenda,"Gregg, John P","Valley News; White River Junction, Vt.","Feb 3, 2012","White River Junction, Vt.",A.1,Local/Region,https://www.proquest.com/newspapers/n-h-house-gop-sets-jobs-agenda/docview/919694342/se-2?accountid=13360,VT
4966,cap_and_trade,Column: Climate Change: An Urgent Debate,"MacCracken, Michael; McCarthy, James J","Valley News; White River Junction, Vt.","Dec 9, 2012","White River Junction, Vt.",,Opinion,https://www.proquest.com/newspapers/column-climate-change-urgent-debate/docview/1316147397/se-2?accountid=13360,VT
5075,cap_and_trade,Democrats battle to cut mid-term election losses,Anonymous,"Bennington Banner; Bennington, Vt.","Sep 7, 2010","Bennington, Vt.",,News,https://www.proquest.com/newspapers/democrats-battle-cut-mid-term-election-losses/docview/749869822/se-2?accountid=13360,VT
5138,cap_and_trade,Congress Has a Solid Record of Accomplishment,"Ornstein, Norman","Valley News; White River Junction, Vt.","Feb 7, 2010","White River Junction, Vt.",E.3,Opinion,https://www.proquest.com/newspapers/congress-has-solid-record-accomplishment/docview/378725914/se-2?accountid=13360,VT
5185,cap_and_trade,Letters,Anonymous,"The Brattleboro Reformer; Brattleboro, Vt.","Sep 3, 2009","Brattleboro, Vt.",,Opinion,https://www.proquest.com/newspapers/letters/docview/380063720/se-2?accountid=13360,VT
5274,cap_and_trade,Our opinion: A time bomb of willful ignorance,,"The Brattleboro Reformer; Brattleboro, Vt.","Aug 13, 2013","Brattleboro, Vt.",,Opinion,https://www.proquest.com/newspapers/our-opinion-time-bomb-willful-ignorance/docview/1419789893/se-2?accountid=13360,VT
5358,cap_and_trade,No Mountain Is Immovable in Washington,"Bennett, Matt; Cowan, Jonathan","Valley News; White River Junction, Vt.","Aug 5, 2012","White River Junction, Vt.",F.3,Opinion,https://www.proquest.com/newspapers/no-mountain-is-immovable-washington/docview/1033176835/se-2?accountid=13360,VT
5583,cap_and_trade,Man in the Middle,"Gregg, John P","Valley News; White River Junction, Vt.","May 15, 2011","White River Junction, Vt.",A.1,Front Page,https://www.proquest.com/newspapers/man-middle/docview/867025426/se-2?accountid=13360,VT
5674,carbon_tax,Hold polluters responsible with carbon tax,"Ellenbogen, David","The Burlington Free Press; Burlington, Vt.","Mar 19, 2015","Burlington, Vt.",12,A,https://www.proquest.com/newspapers/hold-polluters-responsible-with-carbon-tax/docview/1664438644/se-2?accountid=13360,VT
5687,carbon_tax,Forum: Case for a Carbon Tax; Helping Refugees; Mistakes of the Past,,"Valley News; White River Junction, Vt.","Dec 24, 2015","White River Junction, Vt.",,Opinion,https://www.proquest.com/newspapers/forum-case-carbon-tax-helping-refugees-mistakes/docview/1751629631/se-2?accountid=13360,VT
5695,carbon_tax,Carbon tax about responsibility,,"The Burlington Free Press; Burlington, Vt.","Feb 19, 2016","Burlington, Vt.",A.11,Opinion,https://www.proquest.com/newspapers/carbon-tax-about-responsibility/docview/1766903835/se-2?accountid=13360,VT
5749,carbon_tax,Can 'carbon tax' help?,"McLean, Dan","The Burlington Free Press; Burlington, Vt.","Apr 21, 2007","Burlington, Vt.",,Business,https://www.proquest.com/newspapers/can-carbon-tax-help/docview/439835876/se-2?accountid=13360,VT
5752,carbon_tax,Carbon tax is about affordability,Cindy Humiston Weed,"The Burlington Free Press; Burlington, Vt.","Nov 29, 2015","Burlington, Vt.",A.19,Opinion,https://www.proquest.com/newspapers/carbon-tax-is-about-affordability/docview/1737163102/se-2?accountid=13360,VT
5789,carbon_tax,Carbon tax no pie-in-the-sky,,"The Burlington Free Press; Burlington, Vt.","May 22, 2016","Burlington, Vt.",A.11,Opinion,https://www.proquest.com/newspapers/carbon-tax-no-pie-sky/docview/1790252243/se-2?accountid=13360,VT
5941,carbon_tax,Musk's dance with Trump: Many wonder what environment-friendly CEO can gain from 'weird' bromance,Marco della Cava,"The Burlington Free Press; Burlington, Vt.","Feb 3, 2017","Burlington, Vt.",B.5,Business,https://www.proquest.com/newspapers/musks-dance-with-trump/docview/1864919223/se-2?accountid=13360,VT
5945,carbon_tax,Editorial: The Upside of Carbon Taxes,,"Valley News; White River Junction, Vt.","Oct 3, 2014","White River Junction, Vt.",,Editorials,https://www.proquest.com/newspapers/editorial-upside-carbon-taxes/docview/1574872994/se-2?accountid=13360,VT
6005,carbon_tax,Claim Sarkozy used short people as props hits Web,Anonymous,"Bennington Banner; Bennington, Vt.","Sep 8, 2009","Bennington, Vt.",,News,https://www.proquest.com/newspapers/claim-sarkozy-used-short-people-as-props-hits-web/docview/379690727/se-2?accountid=13360,VT
6082,carbon_tax,Democrats Won’t Miss Moore,,"Valley News; White River Junction, Vt.","Dec 20, 2017","White River Junction, Vt.",7,,https://www.proquest.com/newspapers/democrats-won-t-miss-moore/docview/1978568488/se-2?accountid=13360,VT
6106,carbon_tax,Gubernatorial candidates tackle the economy in Digger Dialogue,Jasper Craven VTDiggerorg,"Bennington Banner; Bennington, Vt.","Nov 8, 2015","Bennington, Vt.",,News,https://www.proquest.com/newspapers/gubernatorial-candidates-tackle-economy-digger/docview/1731812955/se-2?accountid=13360,VT
6126,carbon_tax,Shumlin Signs Vt. Energy Bill,"Olsen, Sarah","Valley News; White River Junction, Vt.","Jun 12, 2015","White River Junction, Vt.",,News,https://www.proquest.com/newspapers/shumlin-signs-vt-energy-bill/docview/1687765153/se-2?accountid=13360,VT
6174,carbon_tax,Vermont Chamber compiles list of burdens on business,"D'Ambrosio, Dan","The Burlington Free Press; Burlington, Vt.","Oct 29, 2015","Burlington, Vt.",7,D,https://www.proquest.com/newspapers/vermont-chamber-compiles-list-burdens-on-business/docview/1727970716/se-2?accountid=13360,VT
6180,carbon_tax,An Independent Voter’s View,,"Valley News; White River Junction, Vt.","Oct 30, 2018","White River Junction, Vt.",7,,https://www.proquest.com/newspapers/independent-voter-s-view/docview/2126766336/se-2?accountid=13360,VT
